seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
4,0,1985,small,microstar_64,thrift,4.00,20.5,28.0,0.733,17,10,1,73,0,3500,7773,0,-4273,0.00,1,0.949,1,2
4,1,1985,small,microstar_64,thrift,5.30,23.0,28.0,0.823,18,10,0,79,0,3300,7273,0,-3973,0.00,1,0.869,1,2
4,2,1986,small,microstar_64,thrift,4.10,22.0,28.0,0.787,18,9,0,72,0,3100,6788,0,-3688,0.00,1,0.494,1,2
4,3,1986,small,microstar_64,thrift,5.70,26.3,28.0,0.940,13,7,0,280,0,2700,5900,0,-3200,0.01,1,1.109,1,2
4,4,1986,small,microstar_64,thrift,4.80,25.1,28.0,0.895,12,8,0,79,0,2900,6415,0,-3515,0.00,1,1.119,1,2
4,5,1987,small,microstar_64,thrift,6.20,27.9,28.0,0.997,15,7,0,351,0,2600,5670,0,-3070,0.01,1,1.100,1,2
4,6,1987,small,famiclone,thrift,5.90,26.8,28.0,0.956,16,7,0,422,0,4800,10559,0,-5759,0.00,1,1.063,1,2
4,7,1989,small,famiclone,thrift,6.90,31.1,28.0,1.109,8,6,0,19078,94071,4600,10152,0,88519,0.16,1,1.547,1,2
4,8,1990,small,famiclone,thrift,7.30,31.8,28.0,1.136,4,8,5,7302,30257,7600,16913,0,20944,0.06,2,1.303,1,2
4,9,1990,small,famiclone,thrift,8.60,45.2,28.0,1.615,2,4,2,656750,3411382,4500,14727,4664,3401155,5.47,2,1.600,2,2
4,10,1990,small,famiclone,thrift,9.10,50.7,28.0,1.809,3,3,1,656452,3429094,3700,20399,12208,3412395,5.47,3,1.180,5,2
4,11,1990,medium,famiclone,meridian,6.90,776.8,983.0,0.790,1,8,2,280085,1691317,26600,131259,100014,1586658,2.33,3,1.121,13,5
4,12,1990,medium,famiclone,meridian,5.60,811.5,983.0,0.826,3,7,0,45420,255594,24400,145957,117237,134037,0.38,4,1.281,14,5
4,15,1991,small,famiclone,meridian,8.30,41.3,28.0,1.475,0,3,1,13087,48217,7500,37154,28281,18563,0.11,5,0.320,4,2
4,13,1990,small,famiclone,meridian,9.00,37.4,28.0,1.335,5,6,5,78473,316951,13000,63202,47935,266749,0.65,5,0.487,3,2
4,14,1991,medium,famiclone,meridian,6.90,854.9,983.0,0.870,0,7,1,68814,401768,25800,151394,121032,276174,0.57,4,1.063,13,5
4,16,1991,small,famiclone,meridian,8.10,48.7,28.0,1.741,2,3,0,51505,213397,7200,37384,28905,183213,0.43,6,1.098,4,2
4,20,1991,medium,famiclone,northgate,4.90,630.9,983.0,0.642,0,7,1,1407,0,31500,88678,64437,-57178,0.01,6,1.010,6,5
4,17,1991,medium,famiclone,meridian,6.10,831.5,983.0,0.846,0,7,1,17054,82015,25700,139689,109503,-31974,0.14,7,0.896,12,5
